"SEMANA","FECHA","TURNO","IMPRESORA","OPERADOR","N° DE PEDIDO","CLAVE SAP","NOMBRE DE PEDIDO","TIPO DE PRODUCTO","ANCHO DE PELICULA","TINTAS","FOLIO DEL ROLLO","HORA INICIO","HORA FINAL","PESO DE ROLLO","RECUPERADO","% DE RECUP","HORAS DE TRABAJO","DISCO","Columna1","Columna2","Columna3","Columna4","Columna5","Columna6"
26.,"6/24/19",1.,7.,"OPERADOR5","SAP-2268","HECL-004","NOMBREDEPEDIDO344","TIPODEPRODUCTO2","66CM","","SAP-2268-4-1","6:20:00 AM","7:15:00 AM",117.,"","",0.92,"","","","","","",""
26.,"6/24/19",1.,7.,"OPERADOR5","SAP-2268","HECL-004","NOMBREDEPEDIDO344","TIPODEPRODUCTO2","66CM","","SAP-2268-3-1","7:20:00 AM","8:05:00 AM",80.,"","",0.75,"","","","","","",""
26.,"6/24/19",1.,7.,"OPERADOR5","SAP-2268","HECL-004","NOMBREDEPEDIDO344","TIPODEPRODUCTO2","66CM","","SAP-2268-1-1","8:10:00 AM","8:40:00 AM",28.,"","",0.5,"","","","","","",""
26.,"6/24/19",1.,7.,"OPERADOR5","SAP-2267","HECL-003","NOMBREDEPEDIDO344","TIPODEPRODUCTO2","60CM","","SAP-2267-2-1","9:00:00 AM","9:25:00 AM",43.,3.,"",0.42,"","","","","","",""
26.,"6/24/19",1.,7.,"OPERADOR5","SAP-2267","HECL-003","NOMBREDEPEDIDO344","TIPODEPRODUCTO2","60CM","","SAP-2267-2-2","9:30:00 AM","10:25:00 AM",110.,"","",0.92,"","","","","","",""
26.,"6/24/19",1.,7.,"OPERADOR5","SAP-2267","HECL-003","NOMBREDEPEDIDO344","TIPODEPRODUCTO2","60CM","","SAP-2267-5-1","10:30:00 AM","11:10:00 AM",87.,"","",0.67,"","","","","","",""
26.,"6/24/19",1.,7.,"OPERADOR5","SAP-2267","HECL-003","NOMBREDEPEDIDO344","TIPODEPRODUCTO2","60CM","","SAP-2267-5-2","11:40:00 AM","12:20:00 PM",87.,"","",0.67,"","","","","","",""
26.,"6/24/19",1.,7.,"OPERADOR5","SAP-2267","HECL-003","NOMBREDEPEDIDO344","TIPODEPRODUCTO2","60CM","","SAP2267-3-1","12:25:00 PM","1:15:00 PM",108.,"","",0.83,"","","","","","",""
26.,"6/24/19",1.,5.,"OPERADOR1","SAP-2255","KEES-001","NOMBREDEPEDIDO75","TIPODEPRODUCTO4","39CM","","","7:00:00 AM","9:00:00 AM","",3.,"",2.,"","","","","","",""
26.,"6/24/19",1.,5.,"OPERADOR1","SAP-2255","KEES-001","NOMBREDEPEDIDO75","TIPODEPRODUCTO7","39CM","","SAP-2255-1-1","11:40:00 AM","11:55:00 AM",58.,"","",0.25,"","","","","","",""
26.,"6/24/19",1.,5.,"OPERADOR1","SAP-2255","KEES-001","NOMBREDEPEDIDO75","TIPODEPRODUCTO7","39CM","","SAP-2255-2-1","12:40:00 PM","12:55:00 PM",58.,"","",0.25,"","","","","","",""
26.,"6/24/19",1.,5.,"OPERADOR1","SAP-2255","KEES-001","NOMBREDEPEDIDO75","TIPODEPRODUCTO7","39CM","","SAP-2255-2-2","1:00:00 PM","1:15:00 PM",58.,"","",0.25,"","","","","","",""
26.,"6/24/19",1.,6.,"OPERADOR4","SAP-2265","HECL-001","NOMBREDEPEDIDO345","TIPODEPRODUCTO2","36.5CM","","SAP-2265-4-1","1:10:00 PM","1:50:00 PM",30.,"","",0.67,"","","","","","",""
26.,"6/24/19",1.,4.,"OPERADOR8","sap-2215","TEPU-004","NOMBREDEPEDIDO340","TIPODEPRODUCTO2","74CM","","SAP-2215-6-1","12:00:00 PM","1:00:00 PM",104.,0.,"",1.,"","","","","","",""
26.,"6/24/19",1.,4.,"OPERADOR8","sap-2215","TEPU-004","NOMBREDEPEDIDO340","TIPODEPRODUCTO2","74CM","","SAP-2215-6-2","1:10:00 PM","2:00:00 PM",100.,"","",0.83,"","","","","","",""
26.,"6/24/19",2.,4.,"OPERADOR2","SAP-2215","TEPU-004","NOMBREDEPEDIDO346","TIPODEPRODUCTO2","74CM","","SAP-2215-2-1","3:00:00 PM","4:05:00 PM",163.,7.,"",1.08,"","","","","","",""
26.,"6/24/19",2.,4.,"OPERADOR2","SAP-2215","TEPU-004","NOMBREDEPEDIDO346","TIPODEPRODUCTO2","74CM","","SAP-2215-7-1","4:10:00 PM","5:25:00 PM",190.,"","",1.25,"","","","","","",""
26.,"6/24/19",2.,4.,"OPERADOR2","SAP-2215","TEPU-004","NOMBREDEPEDIDO346","TIPODEPRODUCTO2","74CM","","SAP-2215-11-1","5:30:00 PM","7:25:00 PM",197.,"","",1.92,"","","","","","",""
26.,"6/24/19",2.,4.,"OPERADOR2","SAP-2215","TEPU-004","NOMBREDEPEDIDO346","TIPODEPRODUCTO2","74CM","","SAP-2215-3-1","7:30:00 PM","8:25:00 PM",130.,"","",0.92,"","","","","","",""
26.,"6/24/19",2.,4.,"OPERADOR2","SAP-2215","TEPU-004","NOMBREDEPEDIDO346","TIPODEPRODUCTO2","74CM","","SAP-2215-9-1","8:30:00 PM","9:45:00 PM",130.,"","",1.25,"","","","","","",""
26.,"6/24/19",2.,6.,"OPERADOR3","SAP-2265","HECL-001","NOMBREDEPEDIDO192","TIPODEPRODUCTO2","36.5CM","","SAP-2265-4-2","2:20:00 PM","3:00:00 PM",28.,"","",0.67,"","","","","","",""
26.,"6/24/19",2.,6.,"OPERADOR3","SAP-2265","HECL-001","NOMBREDEPEDIDO192","TIPODEPRODUCTO2","36.5CM","","SAP-2265-1-1","3:15:00 PM","4:10:00 PM",38.,"","",0.92,"","","","","","",""
26.,"6/24/19",2.,6.,"OPERADOR3","SAP-2265","HECL-001","NOMBREDEPEDIDO192","TIPODEPRODUCTO2","36.5CM","","SAP-2265-1-2","4:15:00 PM","5:10:00 PM",38.,"","",0.92,"","","","","","",""
26.,"6/24/19",2.,5.,"OPERADOR3","SAP-2255","KESS-001","NOMBREDEPEDIDO75","TIPODEPRODUCTO7","39CM","","SAP-2255-3-1","5:20:00 PM","5:45:00 PM",39.,"","",0.42,"","","","","","",""
26.,"6/24/19",2.,5.,"OPERADOR3","SAP-2255","KESS-001","NOMBREDEPEDIDO75","TIPODEPRODUCTO7","39CM","","SAP-2255-4-1","6:45:00 PM","7:10:00 PM",49.,"","",0.42,"","","","","","",""
26.,"6/24/19",2.,5.,"OPERADOR3","SAP-2255","KESS-001","NOMBREDEPEDIDO75","TIPODEPRODUCTO7","39CM","","SAP-2255-4-2","7:15:00 PM","7:40:00 PM",50.,"","",0.42,"","","","","","",""
26.,"6/24/19",2.,5.,"OPERADOR3","SAP-2255","KESS-001","NOMBREDEPEDIDO75","TIPODEPRODUCTO7","39CM","","SAP-2255-5-1","8:00:00 PM","8:30:00 PM",51.,"","",0.5,"","","","","","",""
26.,"6/24/19",2.,5.,"OPERADOR3","SAP-2255","KESS-001","NOMBREDEPEDIDO75","TIPODEPRODUCTO7","39CM","","SAP-2255-5-2","8:45:00 PM","9:15:00 PM",52.,"","",0.5,"","","","","","",""
26.,"6/24/19",2.,5.,"OPERADOR3","SAP-2255","KESS-001","NOMBREDEPEDIDO75","TIPODEPRODUCTO7","39CM","","SAP-2255-6-1","9:25:00 PM","10:00:00 PM",70.,"","",0.58,"","","","","","",""
26.,"6/24/19",2.,7.,"OPERADOR2","sap-2267","HECL-003","NOMBREDEPEDIDO344","TIPODEPRODUCTO2","60CM","","SAP-2267-4-1","2:00:00 PM","3:00:00 PM",99.,"","",1.,"","","","","","",""
26.,"6/25/19",1.,7.,"OPERADOR5","SAP-2267","HECL-003","NOMBREDEPEDIDO344","TIPODEPRODUCTO2","60CM","","SAP-2267-7-1","6:20:00 AM","7:00:00 AM",68.,"","",0.67,"","","","","","",""
26.,"6/25/19",1.,7.,"OPERADOR5","SAP-2267","HECL-003","NOMBREDEPEDIDO344","TIPODEPRODUCTO2","60CM","","SAP-2267-8-1","7:05:00 AM","8:30:00 AM",178.,"","",1.42,"","","","","","",""
26.,"6/25/19",1.,7.,"OPERADOR5","SAP-2267","HECL-003","NOMBREDEPEDIDO344","TIPODEPRODUCTO2","60CM","","SAP-2267-9-1","8:35:00 AM","10:00:00 AM",165.,"","",1.42,"","","","","","",""
26.,"6/25/19",1.,7.,"OPERADOR5","SAP-2267","HECL-003","NOMBREDEPEDIDO344","TIPODEPRODUCTO2","60CM","","SAP-2267-1-1","10:05:00 AM","10:30:00 AM",78.,"","",0.42,"","","","","","",""
26.,"6/25/19",1.,7.,"OPERADOR5","SAP-2267","HECL-003","NOMBREDEPEDIDO344","TIPODEPRODUCTO2","60CM","","SAP-2267-6-1","10:40:00 AM","12:40:00 PM",196.,"","",2.,"","","","","","",""
26.,"6/25/19",1.,4.,"OPERADOR8","SAP-2215","TEPU-004","NOMBREDEPEDIDO346","TIPODEPRODUCTO2","74CM","","SAP-2215-12-1","6:20:00 AM","7:00:00 AM",72.,"","",0.67,"","","","","","",""
26.,"6/25/19",1.,4.,"OPERADOR8","SAP-2215","TEPU-004","NOMBREDEPEDIDO346","TIPODEPRODUCTO2","74CM","","SAP-2215-12-2","7:10:00 AM","8:00:00 AM",93.,"","",0.83,"","","","","","",""
26.,"6/25/19",1.,4.,"OPERADOR8","SAP-2215","TEPU-004","NOMBREDEPEDIDO346","TIPODEPRODUCTO2","74CM","","SAP-2215-15-1","8:10:00 AM","9:05:00 AM",105.,"","",0.92,"","","","","","",""
26.,"6/25/19",1.,4.,"OPERADOR8","SAP-2215","TEPU-004","NOMBREDEPEDIDO346","TIPODEPRODUCTO2","74CM","","SAP-2215-13-1","9:15:00 AM","10:20:00 AM",153.,"","",1.08,"","","","","","",""
26.,"6/25/19",1.,4.,"OPERADOR8","SAP-2215","TEPU-004","NOMBREDEPEDIDO346","TIPODEPRODUCTO2","74CM","","SAP-2215-8-1","10:50:00 AM","11:45:00 AM",113.,"","",0.92,"","","","","","",""
26.,"6/25/19",1.,4.,"OPERADOR8","SAP-2215","TEPU-004","NOMBREDEPEDIDO346","TIPODEPRODUCTO2","74CM","","SAP-2215-14-1","12:00:00 PM","1:00:00 PM",123.,"","",1.,"","","","","","",""
26.,"6/25/19",1.,4.,"OPERADOR8","SAP-2215","TEPU-004","NOMBREDEPEDIDO346","TIPODEPRODUCTO2","74CM","","SAP-2215-4-1","1:10:00 PM","2:00:00 PM",93.,"","",0.83,"","","","","","",""
26.,"6/25/19",1.,5.,"OPERADOR1","SAP-2255","KESS-001","NOMBREDEPEDIDO75","TIPODEPRODUCTO7","39CM","","SAP-2255-7-1","6:30:00 AM","6:55:00 AM",43.,"","",0.42,"","","","","","",""
26.,"6/25/19",1.,5.,"OPERADOR1","SAP-2279","PLUSS-002","NOMBREDEPEDIDO347","TIPODEPRODUCTO4","","","SAP-2279-","7:00:00 AM","8:40:00 AM","",2.,"",1.67,"","","","","","",""
26.,"6/25/19",1.,5.,"OPERADOR1","SAP-2279","PLUSS-002","NOMBREDEPEDIDO347","TIPODEPRODUCTO2","60CM","","SAP-2279-2-1","8:50:00 AM","9:20:00 AM",51.,"","",0.5,"","","","","","",""
26.,"6/25/19",1.,5.,"OPERADOR1","SAP-2279","PLUSS-002","NOMBREDEPEDIDO347","TIPODEPRODUCTO2","60CM","","SAP-2279-2-2","9:30:00 AM","11:10:00 AM",108.,"","",1.67,"","","","","","",""
26.,"6/25/19",1.,5.,"OPERADOR1","SAP-2279","PLUSS-002","NOMBREDEPEDIDO347","TIPODEPRODUCTO2","60CM","","SAP-2279-1-1","11:20:00 AM","12:20:00 PM",108.,"","",1.,"","","","","","",""
26.,"6/25/19",1.,5.,"OPERADOR1","SAP-2279","PLUSS-002","NOMBREDEPEDIDO347","TIPODEPRODUCTO2","60CM","","SAP-2279-3-1","12:30:00 PM","1:45:00 PM",132.,"","",1.25,"","","","","","",""
"","6/25/19",2.,4.,"OPERADOR7","SAP-2215","TEPU-004","NOMBREDEPEDIDO346","TIPODEPRODUCTO2","74CM","","SAP-2215-5-1","2:25:00 PM","3:15:00 PM",86.,"","",0.83,"","","","","","",""
"","6/25/19",2.,4.,"OPERADOR7","SAP-2215","TEPU-004","NOMBREDEPEDIDO346","TIPODEPRODUCTO2","74CM","","SAP-2215-1-1","3:25:00 PM","4:10:00 PM",75.,"","",0.75,"","","","","","",""
"","6/25/19",2.,4.,"OPERADOR7","SAP-2215","TEPU-004","NOMBREDEPEDIDO346","TIPODEPRODUCTO2","74CM","","SAP-2215-10-1","4:20:00 PM","5:15:00 PM",90.,"","",0.92,"","","","","","",""
"","6/25/19",2.,4.,"OPERADOR7","SAP-2293","ALTE-003","NOMBREDEPEDIDO348","TIPODEPRODUCTO7","44.5CM","","AJUSTE","","","",1.,"",0.,"","","","","","",""
"","6/25/19",2.,4.,"OPERADOR7","SAP-2293","ALTE-003","NOMBREDEPEDIDO348","TIPODEPRODUCTO7","44.5CM","","SAP-2293-3-1","8:35:00 PM","9:20:00 PM",30.,"","",0.75,"","","","","","",""
"","6/26/19",1.,5.,"OPERADOR4","SAP-2199","ISSI-004","NOMBREDEPEDIDO11","TIPODEPRODUCTO2","60CM","","","6:30:00 AM","9:30:00 AM","",5.,"",3.,"","","","","","",""
"","6/26/19",1.,5.,"OPERADOR4","SAP-2199","ISSI-004","NOMBREDEPEDIDO349","TIPODEPRODUCTO2","60CM","","SAP-2199-4-1","9:45:00 AM","10:30:00 AM",90.,"","",0.75,"","","","","","",""
26.,"6/26/19",1.,5.,"OPERADOR4","SAP-2199","ISSI-004","NOMBREDEPEDIDO349","TIPODEPRODUCTO2","60CM","","SAP-2199-4-2","10:40:00 AM","11:05:00 AM",30.,"","",0.42,"","","","","","",""
26.,"6/26/19",1.,5.,"OPERADOR4","SAP-2199","ISSI-004","NOMBREDEPEDIDO349","TIPODEPRODUCTO2","60CM","","SAP-2199-2-1","11:40:00 AM","12:15:00 PM",69.,"","",0.58,"","","","","","",""
26.,"6/26/19",1.,5.,"OPERADOR4","SAP-2199","ISSI-004","NOMBREDEPEDIDO349","TIPODEPRODUCTO2","60CM","","SAP-2199-1-1","12:20:00 PM","1:10:00 PM",107.,"","",0.83,"","","","","","",""
26.,"6/26/19",1.,4.,"OPERADOR8","SAP-2293","ALTE-003","NOMBREDEPEDIDO348","TIPODEPRODUCTO7","44.5CM","","SAP-2293-3-2","6:20:00 AM","7:30:00 AM",31.,"","",1.17,"","","","","","",""
26.,"6/26/19",1.,4.,"OPERADOR8","SAP-2293","ALTE-003","NOMBREDEPEDIDO348","TIPODEPRODUCTO7","44.5CM","","SAP-2293-3-3","7:40:00 AM","8:10:00 AM",32.,"","",0.5,"","","","","","",""
0.,"6/26/19",1.,4.,"OPERADOR8","SAP-2293","ALTE-003","NOMBREDEPEDIDO348","TIPODEPRODUCTO7","44.5CM","","SAP-2293-1-1","8:20:00 AM","8:40:00 AM",21.,"","",0.33,"","","","","","",""
26.,"6/26/19",1.,4.,"OPERADOR8","SAP-2293","ALTE-003","NOMBREDEPEDIDO348","TIPODEPRODUCTO7","44.5CM","","SAP-2293-1-2","8:45:00 AM","9:15:00 AM",31.,"","",0.5,"","","","","","",""
26.,"6/26/19",1.,4.,"OPERADOR8","SAP-2293","ALTE-003","NOMBREDEPEDIDO348","TIPODEPRODUCTO7","44.5CM","","SAP-2293-1-3","9:20:00 AM","9:40:00 AM",24.,"","",0.33,"","","","","","",""
26.,"6/26/19",1.,4.,"OPERADOR8","SAP-2293","ALTE-003","NOMBREDEPEDIDO348","TIPODEPRODUCTO7","44.5CM","","SAP-2293-1-4","9:50:00 AM","10:10:00 AM",20.,"","",0.33,"","","","","","",""
26.,"6/26/19",1.,4.,"OPERADOR8","SAP-2293","ALTE-003","NOMBREDEPEDIDO348","TIPODEPRODUCTO7","44.5CM","","SAP-2293-2-1","10:30:00 AM","11:10:00 AM",25.,"","",0.67,"","","","","","",""
26.,"6/26/19",1.,4.,"OPERADOR8","SAP-2293","ALTE-003","NOMBREDEPEDIDO348","TIPODEPRODUCTO7","44.5CM","","SAP-2293-2-2","11:20:00 AM","12:00:00 PM",23.,"","",0.67,"","","","","","",""
26.,"6/26/19",1.,4.,"OPERADOR8","SAP-2293","ALTE-003","NOMBREDEPEDIDO348","TIPODEPRODUCTO7","44.5CM","","SAP-2293-2-3","12:10:00 PM","12:35:00 PM",32.,"","",0.42,"","","","","","",""
26.,"6/26/19",1.,4.,"OPERADOR8","SAP-2293","ALTE-003","NOMBREDEPEDIDO348","TIPODEPRODUCTO7","44.5CM","","SAP-2293-2-4","12:40:00 PM","1:05:00 PM",23.,"","",0.42,"","","","","","",""
26.,"6/26/19",1.,4.,"OPERADOR8","SAP-2293","ALTE-003","NOMBREDEPEDIDO348","TIPODEPRODUCTO7","44.5CM","","SAP-2293-2-5","1:10:00 PM","1:30:00 PM",16.,"","",0.33,"","","","","","",""
26.,"6/26/19",1.,5.,"OPERADOR4","SAP-2199","ISSI-004","NOMBREDEPEDIDO349","TIPODEPRODUCTO2","60CM","","SAP-2199-5-1","1:15:00 PM","1:55:00 PM",52.,"","",0.67,"","","","","","",""
26.,"6/26/19",1.,7.,"OPERADOR5","SAP-2295","VIHU-001","NOMBREDEPEDIDO4","TIPODEPRODUCTO2","57CM","","SAP-2295-2-1","7:00:00 AM","7:30:00 AM",74.,1.,"",0.5,"","","","","","",""
26.,"6/26/19",1.,7.,"OPERADOR5","SAP-2295","VIHU-001","NOMBREDEPEDIDO4","TIPODEPRODUCTO2","57CM","","SAP-2295-1-1","7:35:00 AM","9:15:00 AM",148.,"","",1.67,"","","","","","",""
26.,"6/26/19",1.,7.,"OPERADOR5","SAP-2295","VIHU-001","NOMBREDEPEDIDO4","TIPODEPRODUCTO2","57CM","","SAP-2295-3-1","9:20:00 AM","10:50:00 AM",153.,"","",1.5,"","","","","","",""
26.,"6/26/19",1.,7.,"OPERADOR5","SAP-2295","VIHU-001","NOMBREDEPEDIDO4","TIPODEPRODUCTO2","57CM","","SAP-2295-4-1","11:40:00 AM","12:20:00 PM",99.,"","",0.67,"","","","","","",""
26.,"6/26/19",1.,7.,"OPERADOR5","SAP-2295","VIHU-001","NOMBREDEPEDIDO4","TIPODEPRODUCTO2","57CM","","SAP-2295-5-1","12:30:00 PM","1:15:00 PM",81.,"","",0.75,"","","","","","",""
26.,"6/26/19",2.,5.,"OPERADOR3","SAP-2199","ISSI-004","NOMBREDEPEDIDO349","TIPODEPRODUCTO2","60CM","","SAP-2199-5-2","2:20:00 PM","3:15:00 PM",52.,"","",0.92,"","","","","","",""
26.,"6/26/19",2.,5.,"OPERADOR3","SAP-2199","ISSI-004","NOMBREDEPEDIDO349","TIPODEPRODUCTO2","60CM","","SAP-2199-6-1","3:30:00 PM","5:10:00 PM",80.,"","",1.67,"","","","","","",""
26.,"6/26/19",2.,5.,"OPERADOR3","SAP-2199","ISSI-004","NOMBREDEPEDIDO349","TIPODEPRODUCTO2","60CM","","SAP-2199-3-1","5:30:00 PM","7:00:00 PM",86.,"","",1.5,"","","","","","",""
26.,"6/26/19",2.,5.,"OPERADOR3","SAP-2199","ISSI-004","NOMBREDEPEDIDO349","TIPODEPRODUCTO2","60CM","","SAP-2199-3-2","7:15:00 PM","8:00:00 PM",87.,"","",0.75,"","","","","","",""
26.,"6/26/19",2.,6.,"OPERADOR7","SAP-2323","POLE-001","NOMBREDEPEDIDO11","TIPODEPRODUCTO1","48CM","","","5:25:00 PM","7:35:00 PM","",1.,"",2.17,"","","","","","",""
26.,"6/26/19",2.,6.,"OPERADOR7","SAP-2323","POLE-001","NOMBREDEPEDIDO12","TIPODEPRODUCTO1","48CM","","SAP-2323-1-1","7:50:00 PM","9:20:00 PM",45.,"","",1.5,"","","","","","",""
26.,"6/26/19",2.,7.,"OPERADOR2","SAP-2295","IM-VIHU-001","NOMBREDEPEDIDO4","TIPODEPRODUCTO2","57CM","","SAP-2295-6-1","3:30:00 PM","4:55:00 PM",118.,"","",1.42,"","","","","","",""
26.,"6/26/19",2.,7.,"OPERADOR2","SAP-2295","IM-VIHU-001","NOMBREDEPEDIDO4","TIPODEPRODUCTO2","57CM","","SAP-2295-7-1","5:00:00 PM","5:30:00 PM",39.,"","",0.5,"","","","","","",""
26.,"6/26/19",2.,7.,"OPERADOR2","SAP-2295","IM-VIHU-001","NOMBREDEPEDIDO4","TIPODEPRODUCTO2","57CM","","SAP-2295-8-1","6:45:00 PM","7:25:00 PM",49.,"","",0.67,"","","","","","",""
26.,"6/27/19",1.,4.,"OPERADOR8","SAP-2233","MIZU-001","NOMBREDEPEDIDO147","TIPODEPRODUCTO2","64CM","","SAP-2233-3-1","7:00:00 AM","7:20:00 AM",31.,7.,"",0.33,"","","","","","",""
26.,"6/27/19",1.,4.,"OPERADOR8","SAP-2233","MIZU-001","NOMBREDEPEDIDO147","TIPODEPRODUCTO2","64CM","","SAP-2233-3-2","7:40:00 AM","8:30:00 AM",140.,"","",0.83,"","","","","","",""
26.,"6/27/19",1.,4.,"OPERADOR8","SAP-2233","MIZU-001","NOMBREDEPEDIDO147","TIPODEPRODUCTO2","64CM","","SAP-2233-4-1","8:40:00 AM","9:20:00 AM",77.,"","",0.67,"","","","","","",""
26.,"6/27/19",1.,4.,"OPERADOR8","SAP-2233","MIZU-001","NOMBREDEPEDIDO147","TIPODEPRODUCTO2","64CM","","SAP-2233-5-1","9:30:00 AM","10:10:00 AM",93.,"","",0.67,"","","","","","",""
26.,"6/27/19",1.,4.,"OPERADOR8","SAP-2233","MIZU-001","NOMBREDEPEDIDO147","TIPODEPRODUCTO2","64CM","","SAP-2233-2-1","10:50:00 AM","11:15:00 AM",83.,"","",0.42,"","","","","","",""
26.,"6/27/19",1.,4.,"OPERADOR8","SAP-2233","MIZU-001","NOMBREDEPEDIDO147","TIPODEPRODUCTO2","64CM","","SAP-2233-6-1","11:20:00 AM","11:50:00 AM",72.,"","",0.5,"","","","","","",""
26.,"6/27/19",1.,4.,"OPERADOR8","SAP-2233","MIZU-001","NOMBREDEPEDIDO147","TIPODEPRODUCTO2","64CM","","SAP-2233-1-1","12:00:00 PM","12:30:00 PM",36.,"","",0.5,"","","","","","",""
26.,"6/27/19",1.,6.,"OPERADOR4","SAP-23-23","POLE-001","NOMBREDEPEDIDO12","TIPODEPRODUCTO1","48CM","","SAP-2323-4-1","6:20:00 AM","8:20:00 AM",61.,"","",2.,"","","","","","",""
26.,"6/27/19",1.,6.,"OPERADOR4","SAP-2323","POLE-001","NOMBREDEPEDIDO12","TIPODEPRODUCTO1","48CM","","SAP-2323-6-1","8:30:00 AM","10:45:00 AM",68.,"","",2.25,"","","","","","",""
26.,"6/27/19",1.,6.,"OPERADOR4","SAP-2323","POLE-001","NOMBREDEPEDIDO12","TIPODEPRODUCTO1","48CM","","SAP-2323-3-1","11:30:00 AM","1:00:00 PM",62.,"","",1.5,"","","","","","",""
26.,"6/27/19",1.,6.,"OPERADOR4","SAP-2323","POLE-001","NOMBREDEPEDIDO12","TIPODEPRODUCTO1","48CM","","SAP-2323-7-1","1:05:00 PM","1:55:00 PM",40.,"","",0.83,"","","","","","",""
26.,"6/27/19",1.,5.,"OPERADOR1","SAP-2299","ISSI-003","NOMBREDEPEDIDO210","TIPODEPRODUCTO2","57CM","","SAP-2299-9-1","7:00:00 AM","8:15:00 AM",80.,"","",1.25,"","","","","","",""
26.,"6/27/19",1.,5.,"OPERADOR1","SAP-2299","ISSI-003","NOMBREDEPEDIDO210","TIPODEPRODUCTO2","57CM","","SAP-2299-5-1","8:25:00 AM","9:35:00 AM",79.,"","",1.17,"","","","","","",""
26.,"6/27/19",1.,5.,"OPERADOR1","SAP-2299","ISSI-003","NOMBREDEPEDIDO210","TIPODEPRODUCTO2","57CM","","SAP-2299-5-2","9:45:00 AM","11:10:00 AM",79.,"","",1.42,"","","","","","",""
26.,"6/27/19",1.,5.,"OPERADOR1","SAP-2299","ISSI-003","NOMBREDEPEDIDO210","TIPODEPRODUCTO2","57CM","","SAP-2299-2-1","11:20:00 AM","12:35:00 PM",92.,"","",1.25,"","","","","","",""
26.,"6/27/19",1.,5.,"OPERADOR1","SAP-2299","ISSI-003","NOMBREDEPEDIDO210","TIPODEPRODUCTO2","57CM","","SAP-2299-2-2","12:45:00 PM","1:55:00 PM",92.,"","",1.17,"","","","","","",""
26.,"6/27/19",1.,7.,"OPERADOR5","SAP-2295","VIHU-001","NOMBREDEPEDIDO4","TIPODEPRODUCTO2","57CM","","SAP-2295-11-1","6:20:00 AM","7:10:00 AM",93.,"","",0.83,"","","","","","",""
26.,"6/27/19",1.,7.,"OPERADOR5","SAP-2295","VIHU-001","NOMBREDEPEDIDO4","TIPODEPRODUCTO2","57CM","","SAP-2295-13-1","7:15:00 AM","7:50:00 AM",91.,"","",0.58,"","","","","","",""
26.,"6/27/19",1.,7.,"OPERADOR5","SAP-2295","VIHU-001","NOMBREDEPEDIDO4","TIPODEPRODUCTO2","57CM","","SAP-2295-12-1","7:55:00 AM","8:55:00 AM",127.,"","",1.,"","","","","","",""
26.,"6/27/19",1.,7.,"OPERADOR5","SAP-2295","VIHU-001","NOMBREDEPEDIDO4","TIPODEPRODUCTO2","57CM","","SAP-2295-9-1","9:00:00 AM","9:45:00 AM",105.,"","",0.75,"","","","","","",""
26.,"6/27/19",1.,7.,"OPERADOR5","SAP-2295","VIHU-001","NOMBREDEPEDIDO4","TIPODEPRODUCTO2","57CM","","SAP-2295-10-1","9:50:00 AM","10:30:00 AM",34.,"","",0.67,"","","","","","",""
26.,"6/27/19",1.,7.,"OPERADOR5","SAP-2297","VIPU-002","NOMBREDEPEDIDO350","TIPODEPRODUCTO2","57CM","","SAP-2297-2-1","10:35:00 AM","10:40:00 AM",15.,"","",0.08,"","","","","","",""
26.,"6/27/19",1.,7.,"OPERADOR5","SAP-2297","VIPU-002","NOMBREDEPEDIDO350","TIPODEPRODUCTO2","57CM","","SAP-2297-1-1","10:45:00 AM","12:30:00 PM",180.,"","",1.75,"","","","","","",""
26.,"6/27/19",1.,7.,"OPERADOR5","SAP-2297","VIPU-002","NOMBREDEPEDIDO350","TIPODEPRODUCTO2","57CM","","SAP-2297-3-1","12:35:00 PM","2:00:00 PM",152.,"","",1.42,"","","","","","",""
26.,"6/27/19",2.,4.,"OPERADOR2","SAP-2294","IM-TEVE-002","NOMBREDEPEDIDO351","TIPODEPRODUCTO4","50CM","","","2:00:00 PM","4:00:00 PM","",20.,"",2.,"","","","","","",""
26.,"6/27/19",2.,4.,"OPERADOR2","SAP-2294","IM-TEVE-002","NOMBREDEPEDIDO351","TIPODEPRODUCTO2","50CM","","SAP-2294-4-1","4:00:00 PM","4:45:00 PM",60.,"","",0.75,"","","","","","",""
26.,"6/27/19",2.,4.,"OPERADOR2","SAP-2294","IM-TEVE-002","NOMBREDEPEDIDO351","TIPODEPRODUCTO2","50CM","","SAP-2294-2-1","5:00:00 PM","6:10:00 PM",91.,"","",1.17,"","","","","","",""
26.,"6/27/19",2.,4.,"OPERADOR2","SAP-2294","IM-TEVE-002","NOMBREDEPEDIDO351","TIPODEPRODUCTO2","50CM","","SAP-2294-5-1","6:30:00 PM","6:45:00 PM",64.,"","",0.25,"","","","","","",""
26.,"6/27/19",2.,4.,"OPERADOR2","SAP-2294","IM-TEVE-002","NOMBREDEPEDIDO351","TIPODEPRODUCTO2","50CM","","SAP-2294-1-1","7:00:00 PM","7:40:00 PM",57.,"","",0.67,"","","","","","",""
26.,"6/27/19",2.,4.,"OPERADOR2","SAP-2294","IM-TEVE-002","NOMBREDEPEDIDO351","TIPODEPRODUCTO2","50CM","","SAP-2294-3-1","8:00:00 PM","8:35:00 PM",30.,"","",0.58,"","","","","","",""
