FECHA,SEMANA,TURNO,HORA DE INICIO,RESPONSABLE,OPERADORES,NUMERO DE PEDIDO,SELL.,NOMBRE DEL PEDIDO,TIPO DE BOLSA,MEDIDA,CALIBRE,GPM (Golpes por minuto),TEMPERATURA DE SELLADO (INFERIOR),TEMPERATURA DE SELLADO (SUPERIOR),PESO/BULTO,KG/DE BOBINA,N° DE BULTOS,PROMEDIO,MILLARES,SERIALIZADO INICIO,SERIALIZADO FIN,PESO DE TROQUEL,MERMA EXTRUSION,CAUSAS EXTRUSION,MER IMPRESIÓN,CAUSAS IMPRESIÓN,IMPRESIÓN  MERMA POR PROCESO,MERMA SELLADO,CAUSAS SELLADO,BOLSA DE 2A,ORIGEN,CUARENTENA,BASURA,MUESTRAS,HORA FINAL,HORAS DE TRABAJO
30/05/2019,22,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES32,SAP-2152,SEL008,OFIX-001,TIPODEBOLSA4,25X40,35,,,,41.33,24,22,1.88,22,N/A,N/A,0,0,CAUSASEXTRUSION1,0.64,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0.05,0,22:00:00,8
30/05/2019,22,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES2,SAP-2136,SEL011,CRIS-001,TIPODEBOLSA2,30X60,200,,,,340,229,17,20,0,N/A,N/A,0,0,CAUSASEXTRUSION1,11.28,CAUSASIMPRESIÓN6,,0.78,CAUSASSELLADO1,0,,,0.94,0.17,22:00:00,8
30/05/2019,22,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES1,SAP-2169,SEL012,FRES-003,TIPODEBOLSA2,30X60+4,180,,,,235.22,262,10,23.52,15,118501,133500,0,0,CAUSASEXTRUSION1,15,CAUSASIMPRESIÓN1,,2,CAUSASSELLADO1,0,,,0.7,0.13,22:00:00,8
30/05/2019,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-2100,SEL005,FRES-002,TIPODEBOLSA2,50X100,300,,,,264.46,263,13,20.34,3.9,N/A,N/A,0,3.07,CAUSASEXTRUSION5,0,CAUSASIMPRESIÓN4,,3,CAUSASSELLADO1,0,,,0.85,0.28,6:00:00,8
30/05/2019,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES13,SAP-2152,SEL008,OFIX-001,TIPODEBOLSA4,25X40,35,,,,42.42,0,23,1.84,23,N/A,N/A,0,0,CAUSASEXTRUSION1,0.27,CAUSASIMPRESIÓN2,,0,CAUSASSELLADO2,0,,,0,0,5:40:00,7.7
30/05/2019,22,3,12:30:00 a. m.,RESPONSABLE2,OPERADORES15,SAP-2173,SEL009,CHAM-001,TIPODEBOLSA1,29+16X57,60,,,,179.47,85,9,19.94,27,N/A,N/A,28.05,0,CAUSASEXTRUSION1,2,CAUSASIMPRESIÓN1,,0.18,CAUSASSELLADO1,12.2,IMPRESIÓN,,0.27,0.04,5:00:00,4.5
30/05/2019,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES8,SAP-150519A,SEL010,FUND-029,TIPODEBOLSA5,10X33,200,,,,62.74,65,3,20.91,21.2,150001,171200,0,0,CAUSASEXTRUSION1,6.94,CAUSASIMPRESIÓN1,,4,CAUSASSELLADO4,0,,,0.1,0,6:00:00,8
30/05/2019,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES11,SAP-2136,SEL011,CRYS-001,TIPODEBOLSA2,30X60,200,,,,86.6,30,4,21.65,0,N/A,N/A,0,0,CAUSASEXTRUSION1,2.71,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0.04,0.11,0:30:00,2.5
30/05/2019,22,3,12:50:00 a. m.,RESPONSABLE2,OPERADORES11,SAP-2095,SEL011,BRIZ-001,TIPODEBOLSA2,30X57,200,,,,200,259,8,25,0,N/A,N/A,0,1.27,CAUSASEXTRUSION5,4.62,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0.1,0.11,6:00:00,5.2
30/05/2019,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-2169,SEL012,FRES-003,TIPODEBOLSA2,30X60+4,180,,,,232.64,264,10,23.26,15,133501,148500,0,0,CAUSASEXTRUSION1,10.79,CAUSASIMPRESIÓN1,,0.27,CAUSASSELLADO1,0,,,0.75,0.12,5:50:00,7.8
31/05/2019,22,1,6:00:00 a. m.,RESPONSABLE8,OPERADORES22,SAP-2095,SEL011,BRIZ-001,TIPODEBOLSA2,30X60,200,,,,61.9,25,2,30.95,0,N/A,N/A,0,0,CAUSASEXTRUSION1,2.79,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0.2,0,7:50:00,1.8
31/05/2019,22,1,6:00:00 a. m.,RESPONSABLE4,OPERADORES27,SAP-2100,SEL005,FRES-002,TIPODEBOLSA7,50X100,300,,,,112.42,79,5,22.48,1.676,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,2.28,CAUSASSELLADO1,0,,,0.46,0,11:45:00,5.8
31/05/2019,22,1,1:00:00 p. m.,RESPONSABLE4,OPERADORES27,SAP-2177,SEL005,AMON-001,TIPODEBOLSA5,40X60,500,,,,20,73,1,20,0,N/A,N/A,0,1,CAUSASEXTRUSION5,0,CAUSASIMPRESIÓN4,,2.64,CAUSASSELLADO1,0,,,0,0,14:00:00,1
31/05/2019,22,1,6:30:00 a. m.,RESPONSABLE4,OPERADORES41,SAP-2152,SEL008,OFIX-001,TIPODEBOLSA4,25X40,35,,,,33.17,68,18,1.84,18,N/A,N/A,0,0,CAUSASEXTRUSION1,0.2,CAUSASIMPRESIÓN1,,0.2,CAUSASSELLADO1,0,,,0,0,14:00:00,7.5
31/05/2019,22,1,6:00:00 a. m.,RESPONSABLE4,OPERADORES50,SAP-150519B,SEL010,FUND-030,TIPODEBOLSA5,10X40,,,,,86.21,114,4,21.55,24,1,24000,0,0,CAUSASEXTRUSION1,2.05,CAUSASIMPRESIÓN1,,0.52,CAUSASSELLADO1,0,,,0.16,0.03,14:00:00,8
31/05/2019,22,1,8:20:00 a. m.,RESPONSABLE4,OPERADORES22,SAP-2091,SEL011,AGMA-001,TIPODEBOLSA2,30X60,200,,,,100,140,4,25,0,N/A,N/A,0,0,CAUSASEXTRUSION1,4,CAUSASIMPRESIÓN1,,1,CAUSASSELLADO1,0,,,0.1,0,10:40:00,2.3
31/05/2019,22,1,11:00:00 a. m.,RESPONSABLE4,OPERADORES22,SAP-2085,SEL011,SAPI-001,TIPODEBOLSA2,30X60,210,,,,115.37,262,7,16.48,7,N/A,N/A,0,0,CAUSASEXTRUSION1,5,CAUSASIMPRESIÓN1,,1,CAUSASSELLADO1,0,,,0.2,0,14:00:00,3
31/05/2019,22,1,6:00:00 a. m.,RESPONSABLE4,OPERADORES40,SAP-2169,SEL012,FRES-003,TIPODEBOLSA2,30X60+4,180,,,,139.31,65,6,23.22,9,148501,157500,0,0,CAUSASEXTRUSION1,10.2,CAUSASIMPRESIÓN1,,0.25,CAUSASSELLADO1,0,,,0.65,0,14:00:00,8
31/05/2019,22,1,12:30:00 p. m.,RESPONSABLE4,OPERADORES7,SAP-280519B,SEL009,PROI-047,TIPODEBOLSA1,29+17X57,60,,,,78.72,111,4,19.68,0,0,0,14.11,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0.39,CAUSASSELLADO1,0,,,0,0,14:00:00,1.5
31/05/2019,22,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES18,SAP-2174,SEL009,ELEC-001,TIPODEBOLSA1,27+15X51,90,,,,240,291,12,20,0,N/A,N/A,43.65,0,CAUSASEXTRUSION1,2.12,CAUSASIMPRESIÓN1,,0.12,CAUSASSELLADO1,8.82,,,0.1,0,21:30:00,7.5
31/05/2019,22,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES10,SAP-2177,SEL005,AMON-001,TIPODEBOLSA5,40X60,500,,,,200,241,10,20,0,N/A,N/A,0,3,CAUSASEXTRUSION2,0,CAUSASIMPRESIÓN4,,2.16,CAUSASSELLADO1,0,,,0.85,0.18,22:00:00,8
31/05/2019,22,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES6,SAP-150519B,SEL010,FUND-030,TIPODEBOLSA5,10X40,200,,,,64.31,85,3,21.44,18,24001,42000,0,1,CAUSASEXTRUSION5,5,CAUSASIMPRESIÓN1,,3.96,CAUSASSELLADO1,0,,,0.2,0,22:00:00,8
31/05/2019,22,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES1,SAP-2169,SEL012,FRES-003,TIPODEBOLSA2,30X60+4,180,,,,195.45,272,8,24.43,12,157501,169500,0,0,CAUSASEXTRUSION1,15,CAUSASIMPRESIÓN1,,2.5,CAUSASSELLADO1,0,,,0.55,0,22:00:00,8
31/05/2019,22,2,2:00:00 p. m.,RESPONSABLE1,OPERADORES2,SAP-2085,SEL011,SAPI-001,TIPODEBOLSA2,30X60,210,,,,294.49,197,16,18.41,16,N/A,N/A,0,0,CAUSASEXTRUSION1,2.81,CAUSASIMPRESIÓN1,,0.42,CAUSASSELLADO1,0,,,0.53,0.15,21:45:00,7.8
31/05/2019,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-2177,SEL005,AMON-001,TIPODEBOLSA5,40X60,500,,,,200,162,10,20,0,N/A,N/A,0,4.7,CAUSASEXTRUSION5,0,CAUSASIMPRESIÓN4,,5,CAUSASSELLADO3,0,,,0.7,0.27,6:00:00,8
31/05/2019,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES13,SAP-2152,SEL008,OFIX-001,TIPODEBOLSA4,25X40,35,,,,39.11,0,22,1.78,22,N/A,N/A,0,0,CAUSASEXTRUSION1,0.04,CAUSASIMPRESIÓN2,,0,CAUSASSELLADO2,0,,,0,0,5:40:00,7.7
31/05/2019,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES15,SAP-2174,SEL009,ELEC-001,TIPODEBOLSA1,27+15X51,90,,,,259.3,305,12,21.61,0,N/A,N/A,43.06,0,CAUSASEXTRUSION1,2,CAUSASIMPRESIÓN1,,0.35,CAUSASSELLADO1,2.16,IMPRESIÓN,,0.35,0.08,5:30:00,7.5
31/05/2019,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES8,SAP-150519B,SEL010,FUND-030,TIPODEBOLSA5,10X40,200,,,,85.77,62,4,21.44,24,42001,66000,0,0,CAUSASEXTRUSION1,2,CAUSASIMPRESIÓN1,,0.91,CAUSASSELLADO1,0,,,0.15,0.03,6:00:00,8
31/05/2019,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES11,SAP-2085,SEL011,SAPI-001,TIPODEBOLSA2,30X60,210,,,,48.19,31,2,24.1,2.7,N/A,N/A,0,0,CAUSASEXTRUSION1,0.97,CAUSASIMPRESIÓN1,,0.4,CAUSASSELLADO1,0,,,0.03,0.11,2:00:00,4
31/05/2019,22,3,2:10:00 a. m.,RESPONSABLE2,OPERADORES11,SAP-2091,SEL011,AGMA-001,TIPODEBOLSA2,30X60,200,,,,175,194,7,25,0,N/A,N/A,0,0,CAUSASEXTRUSION1,1.82,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0.04,0.11,6:00:00,3.8
31/05/2019,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-2169,SEL012,FRES-003,TIPODEBOLSA2,30X60+4,180,,,,141.15,158,6,23.53,9,169501,178500,0,0,CAUSASEXTRUSION1,35.22,CAUSASIMPRESIÓN1,,2.8,CAUSASSELLADO1,0,,,0.65,0,5:45:00,7.8
1/6/19,22,1,6:15:00 a. m.,RESPONSABLE1,OPERADORES18,SAP-2091,SEL011,AGMA-001,TIPODEBOLSA2,30X60,200,,,,24.2,0,1,24.2,0,N/A,N/A,0,0,CAUSASEXTRUSION1,1.79,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0,0,7:00:00,0.8
1/6/19,22,1,6:00:00 a. m.,RESPONSABLE1,OPERADORES27,SAP-2177,SEL005,AMON-001,TIPODEBOLSA5,40X60,500,,,,140,137,7,20,0,N/A,N/A,0,4.67,CAUSASEXTRUSION2,0,CAUSASIMPRESIÓN1,,10,CAUSASSELLADO1,0,,,1.1,0,14:00:00,8
1/6/19,22,1,6:00:00 a. m.,RESPONSABLE1,OPERADORES32,SAP-2152,SEL008,OFIX-001,TIPODEBOLSA4,25X40,35,,,,22.88,0,12,1.91,12.6,N/A,N/A,0,0,CAUSASEXTRUSION1,0.43,CAUSASIMPRESIÓN1,,0.43,CAUSASSELLADO2,0,,,0,0,11:30:00,5.5
1/6/19,22,1,8:40:00 a. m.,RESPONSABLE1,OPERADORES6,SAP-2174A,SEL009,ELEC-002,TIPODEBOLSA1,30+18X60,90,,,,320,359,16,20,0,N/A,N/A,37.96,0,CAUSASEXTRUSION1,1,CAUSASIMPRESIÓN1,,0.4,CAUSASSELLADO1,2,IMP. Y SELL,,0.23,0,14:00:00,5.3
1/6/19,22,1,6:00:00 a. m.,RESPONSABLE1,OPERADORES7,SAP-150519B,SEL010,FUND-030,TIPODEBOLSA5,10X40,200,,,,86.12,84,4,21.53,24,66001,90000,0,0,CAUSASEXTRUSION1,2.98,CAUSASIMPRESIÓN1,,0.52,CAUSASSELLADO1,0,,,0.16,0,14:00:00,8
1/6/19,22,1,8:30:00 a. m.,RESPONSABLE1,OPERADORES18,SAP-2094,SEL011,TEVE-005,TIPODEBOLSA2,45X75+5,220,,,,164.91,175,9,18.32,4.5,1,4500,0,0,CAUSASEXTRUSION1,4.65,CAUSASIMPRESIÓN1,,5.38,CAUSASSELLADO1,0,,,0.2,0,13:30:00,5
1/6/19,22,1,6:00:00 a. m.,RESPONSABLE1,OPERADORES40,SAP-2169,SEL012,FRES-003,TIPODEBOLSA2,30X60+4,180,,,,94.19,81,4,23.55,6,178501,184500,0,4.15,CAUSASEXTRUSION5,53.4,CAUSASIMPRESIÓN1,,0.28,CAUSASSELLADO1,0,,,0.75,0,14:00:00,8
1/6/19,22,2,2:00:00 p. m.,RESPONSABLE4,OPERADORES6,SAP-2174A,SEL009,ELEC-001,TIPODEBOLSA1,30+18X60,90,,,,211.5,241,10,21.15,0,N/A,N/A,25.16,0,CAUSASEXTRUSION1,1.7,CAUSASIMPRESIÓN1,,0.35,CAUSASSELLADO1,1.96,IMP. Y SELL,,0.26,0,18:20:00,4.3
1/6/19,22,2,2:00:00 p. m.,RESPONSABLE4,OPERADORES10,SAP-2177,SEL005,AMON-001,TIPODEBOLSA5,40X60,500,,,,260,387,13,20,0,N/A,N/A,0,3,CAUSASEXTRUSION2,0,CAUSASIMPRESIÓN4,,3.67,CAUSASSELLADO1,0,,,0.65,0.29,22:00:00,8
1/6/19,22,2,2:00:00 p. m.,RESPONSABLE4,OPERADORES1,SAP-2169,SEL012,FRES-003,TIPODEBOLSA2,30X60+4,180,,,,103.47,132,4,25.87,6.5,184501,191000,0,0,CAUSASEXTRUSION1,52.5,CAUSASIMPRESIÓN1,,2.64,CAUSASSELLADO1,0,,,0.73,0,22:00:00,8
1/6/19,22,2,2:00:00 p. m.,RESPONSABLE4,OPERADORES2,SAP-2094,SEL011,TEVE-005,TIPODEBOLSA2,45X75+5,220,,,,215.3,259,12,17.94,6,4501,10500,0,0,CAUSASEXTRUSION1,3.11,CAUSASIMPRESIÓN1,,2.23,CAUSASSELLADO1,0,,,0.82,0.29,22:00:00,8
1/6/19,22,2,7:30:00 p. m.,RESPONSABLE4,OPERADORES6,SAP-2179A,SEL008,QCHI-011,TIPODEBOLSA4,22X30,85,,,,20,103,1,20,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0.28,CAUSASSELLADO1,0,,,0,0,22:00:00,2.5
1/6/19,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-2177,SEL005,AMON-001,TIPODEBOLSA5,40X60,500,,,,300,189,15,20,0,N/A,N/A,0,1.58,CAUSASEXTRUSION5,0,CAUSASIMPRESIÓN4,,3,CAUSASSELLADO3,0,,,0.4,0.26,6:00:00,8
1/6/19,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES13,SAP-2179A,SEL008,QCHI-011,TIPODEBOLSA1,22X30,85,,,,80,0,4,20,0,N/A,N/A,0,0,CAUSASEXTRUSION1,4.8,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0.15,0,5:30:00,7.5
1/6/19,22,3,11:00:00 p. m.,RESPONSABLE2,OPERADORES15,SAP-280519B,SEL009,PROI-047,TIPODEBOLSA4,29+17X57,50,,,,171.9,190,8,21.49,25.5,N/A,N/A,22.72,2,CAUSASEXTRUSION3,3,CAUSASIMPRESIÓN1,,0.86,CAUSASSELLADO1,0,,,0.48,0,4:30:00,5.5
1/6/19,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES8,SAP-150519B,SEL010,FUND-030,TIPODEBOLSA5,10X40,200,,,,85.48,79,4,21.37,24,90001,114000,0,0,CAUSASEXTRUSION1,3,CAUSASIMPRESIÓN1,,0.71,CAUSASSELLADO1,0,,,0.27,0.02,6:00:00,8
1/6/19,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES11,SAP-2094,SEL011,TEVE-005,TIPODEBOLSA2,45X75+5,220,,,,172.23,140,9,19.14,4.6,10501,15100,0,0,CAUSASEXTRUSION1,6.67,CAUSASIMPRESIÓN1,,2.1,CAUSASSELLADO1,0,,,0.16,0.25,4:30:00,6.5
1/6/19,22,3,10:00:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-2096,SEL012,FRPA-001,TIPODEBOLSA2,20.5X35+2.5,150,,,,106.21,156,5,21.24,20,1,2000,0,0,CAUSASEXTRUSION1,2.49,CAUSASIMPRESIÓN1,,0.59,CAUSASSELLADO1,0,,,0.13,0.04,5:40:00,7.7
3/6/19,23,1,6:00:00 a. m.,RESPONSABLE1,OPERADORES27,SAP-2177,SEL005,AMON-001,TIPODEBOLSA5,40X60,500,,,,180,152,9,20,0,0,0,0,2.48,CAUSASEXTRUSION5,0,CAUSASIMPRESIÓN4,,5,CAUSASSELLADO3,0,,,0,0,14:00:00,8
3/6/19,23,1,6:00:00 a. m.,RESPONSABLE1,OPERADORES34,SAP-150519B,SEL010,FUND-030,TIPODEBOLSA5,10X40,200,,,,17.45,,1,17.45,4.9,114000,118000,0,0,CAUSASEXTRUSION1,2.18,CAUSASIMPRESIÓN8,,1,CAUSASSELLADO1,0,,,0,0,8:30:00,2.5
3/6/19,23,1,10:30:00 a. m.,RESPONSABLE1,OPERADORES34,SAP-150519,SEL010,FUND-031,TIPODEBOLSA5,10X50,200,,,,52.33,98,2,26.17,12,1,12000,0,0,CAUSASEXTRUSION1,2.9,CAUSASIMPRESIÓN3,,4,CAUSASSELLADO1,0,,,0.9,0,14:00:00,3.5
3/6/19,23,1,6:30:00 a. m.,RESPONSABLE1,OPERADORES32,SAP-280519A,SEL009,PROI-046,TIPODEBOLSA1,25+13X51,55,,,,247.56,333,11,22.51,66,0,0,40.58,7,CAUSASEXTRUSION3,6,CAUSASIMPRESIÓN5,,7,CAUSASSELLADO1,0,,,0.1,0,14:00:00,7.5
3/6/19,23,1,6:00:00 a. m.,RESPONSABLE1,OPERADORES15,SAP-2179A,SEL008,QCHI-011,TIPODEBOLSA4,22X30,85,,,,80,117,4,20,0,0,0,0,0,CAUSASEXTRUSION1,1,CAUSASIMPRESIÓN6,,0.64,CAUSASSELLADO1,0,,,0,0,14:00:00,8
3/6/19,23,1,6:00:00 a. m.,RESPONSABLE1,OPERADORES2,SAP-2093,SEL011,TEVE-002,TIPODEBOLSA2,25X45+3+4,150,,,,55.26,80,3,18.42,6,1,6000,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0.66,CAUSASSELLADO1,0,,,0.5,0.1,14:00:00,8
3/6/19,23,1,6:00:00 a. m.,RESPONSABLE1,OPERADORES1,SAP-2096,SEL012,FRPA-001,TIPODEBOLSA2,20.5X35+2.5,150,,,,86.84,88,4,21.71,16,2001,20000,0,0,CAUSASEXTRUSION1,3,CAUSASIMPRESIÓN1,,1.68,CAUSASSELLADO1,0,,,0.13,0,14:00:00,8
3/6/19,23,2,2:00:00 p. m.,RESPONSABLE2,OPERADORES10,SAP-2179A,SEL008,QCHI-011,TIPODEBOLSA4,22X30,85,,,,33.32,0,1,33.32,0,N/A,N/A,0,0,CAUSASEXTRUSION1,1,CAUSASIMPRESIÓN1,,0.74,CAUSASSELLADO1,0,,,0,0,16:40:00,2.7
3/6/19,23,2,4:50:00 p. m.,RESPONSABLE2,OPERADORES10,SAP-2179B,SEL008,QCHI-003,TIPODEBOLSA4,22X30,85,,,,60,82,3,20,0,N/A,N/A,0,0,CAUSASEXTRUSION1,0,CAUSASIMPRESIÓN4,,0.43,CAUSASSELLADO1,0,,,0.1,0.03,22:00:00,5.2
3/6/19,23,2,2:30:00 p. m.,RESPONSABLE2,OPERADORES15,SAP-280519A,SEL009,PROI-046,TIPODEBOLSA1,25+13X51,55,,,,235.5,271,10,23.55,53.8,N/A,N/A,40.41,8,CAUSASEXTRUSION3,9,CAUSASIMPRESIÓN5,,3.9,CAUSASSELLADO1,0,,,0.47,0.04,21:30:00,7
3/6/19,23,2,2:00:00 p. m.,RESPONSABLE2,OPERADORES8,SAP-150519,SEL010,FUND-031,TIPODEBOLSA5,10X50,200,,,,104.04,92,4,26.01,24,12001,36000,0,0,CAUSASEXTRUSION1,8,CAUSASIMPRESIÓN1,,6.33,CAUSASSELLADO1,0,,,0.34,0,22:00:00,8
3/6/19,23,2,2:00:00 p. m.,RESPONSABLE2,OPERADORES11,SAP-2093,SEL011,TEVE-002,TIPODEBOLSA2,25X45+3+4,150,,,,83.13,60,4,20.78,9.1,6001,15100,0,0,CAUSASEXTRUSION1,1.5,CAUSASIMPRESIÓN1,,0.37,CAUSASSELLADO1,0,,,0.04,0.08,22:00:00,8
3/6/19,23,2,2:00:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-2096,SEL012,FRPA-001,TIPODEBOLSA2,20.5X35+2.5,150,,,,128.54,121,6,21.42,24,36001,60000,0,0,CAUSASEXTRUSION1,3.28,CAUSASIMPRESIÓN1,,0.07,CAUSASSELLADO1,0,,,0.25,0.03,21:45:00,7.8
3/6/19,23,3,10:00:00 p. m.,RESPONSABLE6,OPERADORES13,SAP-2177,SEL005,AMON-001,TIPODEBOLSA5,40X60,500,,,,260,335,13,20,0,N/A,N/A,0,2.7,CAUSASEXTRUSION3,0,CAUSASIMPRESIÓN4,,0,CAUSASSELLADO2,0,,,0,0,6:00:00,8
3/6/19,23,3,10:00:00 p. m.,RESPONSABLE6,OPERADORES6,SAP-150519,SEL010,FUND-031,TIPODEBOLSA5,10X50,200,,,,77.85,78,3,25.95,18,36001,54000,0,0,CAUSASEXTRUSION1,4,CAUSASIMPRESIÓN1,,1.89,CAUSASSELLADO1,0,,,0.21,0,6:00:00,8
3/6/19,23,3,10:00:00 p. m.,RESPONSABLE6,OPERADORES40,SAP-2102,SEL011,TEVE-003,TIPODEBOLSA2,30X55+6+5,175,,,,96.48,125,4,24.12,6,1,6000,0,0,CAUSASEXTRUSION1,1.25,CAUSASIMPRESIÓN6,,2,CAUSASSELLADO1,0,,,0.23,0.11,6:00:00,8
3/6/19,23,3,10:00:00 p. m.,RESPONSABLE6,OPERADORES7,SAP-2096,SEL012,FRPA-001,TIPODEBOLSA2,20.5X35+2.5,150,,,,130.02,141,6,21.67,24,60001,84000,0,0,CAUSASEXTRUSION1,2.14,CAUSASIMPRESIÓN1,,0.08,CAUSASSELLADO1,0,,,0.24,0.05,6:00:00,8
4/6/19,23,1,6:00:00 a. m.,RESPONSABLE1,OPERADORES32,SAP-2177,SEL005,AMON-001,TIPODEBOLSA5,40X60,500,,,,59.53,0,2,29.77,0,N/A,N/A,0,1.17,CAUSASEXTRUSION2,0,CAUSASIMPRESIÓN4,,0,CAUSASSELLADO2,0,,,0,0,8:00:00,2
4/6/19,23,1,8:10:00 a. m.,RESPONSABLE1,OPERADORES32,SAP-2210,SEL005,AMON-001,TIPODEBOLSA5,40X60,500,,,,260,275,13,20,0,N/A,N/A,0,5,CAUSASEXTRUSION3,0,CAUSASIMPRESIÓN4,,5.5,CAUSASSELLADO1,0,,,0.75,0.19,14:00:00,5.8
4/6/19,23,1,6:30:00 a. m.,RESPONSABLE1,OPERADORES15,SAP-2179B,SEL008,QCHI-003,TIPODEBOLSA4,22X30,85,,,,60,141,3,20,0,N/A,N/A,0,0,CAUSASEXTRUSION1,1,CAUSASIMPRESIÓN2,,0.42,CAUSASSELLADO1,0,,,0.9,0,14:00:00,7.5
4/6/19,23,1,6:00:00 a. m.,RESPONSABLE1,OPERADORES18,SAP-2205,SEL009,ASAD-001,TIPODEBOLSA1,25+15X51,55,,,,152.5,200,6,25.42,20,N/A,N/A,19.69,0,CAUSASEXTRUSION1,4.39,CAUSASIMPRESIÓN2,,1.47,CAUSASSELLADO1,24.25,IMPRESIÓN,,0.3,0,14:00:00,8
4/6/19,23,1,6:00:00 a. m.,RESPONSABLE1,OPERADORES34,SAP-150519,SEL010,FUND-031,TIPODEBOLSA5,10X50,200,,,,77.97,81,3,25.99,18,54001,72000,0,2,CAUSASEXTRUSION3,5,CAUSASIMPRESIÓN6,,2.35,CAUSASSELLADO1,0,,,0.2,0,14:00:00,8
4/6/19,23,1,8:00:00 a. m.,RESPONSABLE1,OPERADORES2,SAP-2102,SEL011,TEVE-003,TIPODEBOLSA2,30X55+6+5,175,,,,167.74,228,7,23.96,10.5,6001,16500,0,1.7,CAUSASEXTRUSION2,3.09,CAUSASIMPRESIÓN7,,3,CAUSASSELLADO1,0,,,0.3,0.15,9:45:00,1.8
4/6/19,23,1,6:00:00 a. m.,RESPONSABLE1,OPERADORES1,SAP-2096,SEL012,FRPA-001,TIPODEBOLSA2,20.5X35+2.5,150,,,,108.14,97,5,21.63,20,84000,104000,0,0,CAUSASEXTRUSION1,5.23,CAUSASIMPRESIÓN5,,2,CAUSASSELLADO1,0,,,0.3,0.05,14:00:00,8
4/6/19,23,2,2:00:00 p. m.,RESPONSABLE2,OPERADORES8,SAP-2210,SEL005,AMON-001,TIPODEBOLSA5,40X60,500,,,,360,433,18,20,0,N/A,N/A,0,5,CAUSASEXTRUSION5,0,CAUSASIMPRESIÓN4,,0.47,CAUSASSELLADO1,0,,,1.6,6:14,22:00:00,8
4/6/19,23,2,2:00:00 p. m.,RESPONSABLE2,OPERADORES10,SAP-2179B,SEL008,QCHI-003,TIPODEBOLSA4,22X30,85,,,,98.84,0,4,24.71,0,N/A,N/A,0,0,CAUSASEXTRUSION1,1.4,CAUSASIMPRESIÓN1,,0.97,CAUSASSELLADO1,0,,,0,0.03,22:00:00,8
4/6/19,23,2,2:30:00 p. m.,RESPONSABLE2,OPERADORES15,SAP-280519,SEL009,PROI-048,TIPODEBOLSA1,25+12X42,50,,,,258.18,370,15,17.21,75,N/A,N/A,41.32,1,CAUSASEXTRUSION3,2.86,CAUSASIMPRESIÓN1,,1,CAUSASSELLADO1,0,,,0.51,0.03,21:30:00,7
4/6/19,23,2,2:00:00 p. m.,RESPONSABLE2,OPERADORES11,SAP-2102,SEL011,TEVE-003,TIPODEBOLSA2,30X55+6+5,175,,,,214.07,139,9,23.79,13.5,16501,30000,0,0,CAUSASEXTRUSION1,1.46,CAUSASIMPRESIÓN1,,0,CAUSASSELLADO2,0,,,0.04,0.12,22:00:00,8
