,SEMANA,FECHA,TURNO,IMPRESORA,OPERADOR,N° DE PEDIDO,CLAVE SAP,NOMBRE DE PEDIDO,TIPO DE PRODUCTO,ANCHO DE PELICULA,TINTAS,FOLIO DEL ROLLO,HORA INICIO,HORA FINAL,PESO DE ROLLO,RECUPERADO,% DE RECUP,HORAS DE TRABAJO,DISCO,year,month,day,week,date
3557,23.0,2019-06-07,1.0,5.0,OPERADOR3,SAP-2213,,NOMBREDEPEDIDO12,TIPODEPRODUCTO15,40CM,,SAP-2213-3-1,11:30:00 AM,1:45:00 PM,61.,,,2.25,,2019,6,7,23,2019-06-07
3558,23.0,2019-06-07,2.0,6.0,OPERADOR4,SAP-2196-,,NOMBREDEPEDIDO144,TIPODEPRODUCTO2,90CM,,SAP-2196-3-1,2:20:00 PM,3:30:00 PM,130.,,,1.17,,2019,6,7,23,2019-06-07
3559,23.0,2019-06-07,2.0,6.0,OPERADOR4,SAP-2196,,NOMBREDEPEDIDO144,TIPODEPRODUCTO2,90CM,,SAP-2196-2-1,3:45:00 PM,5:15:00 PM,157.,,,1.5,,2019,6,7,23,2019-06-07
3560,23.0,2019-06-07,2.0,6.0,OPERADOR4,SAP-2196,,NOMBREDEPEDIDO144,TIPODEPRODUCTO2,90CM,,SAP-2196-4-1,5:30:00 PM,6:15:00 PM,81.,,,0.75,,2019,6,7,23,2019-06-07
3561,23.0,2019-06-07,2.0,6.0,OPERADOR4,SAP-2196,,NOMBREDEPEDIDO144,TIPODEPRODUCTO2,90CM,,SAP-2196-6-1,6:30:00 PM,7:40:00 PM,129.,,,1.17,,2019,6,7,23,2019-06-07
3562,23.0,2019-06-07,2.0,5.0,OPERADOR1,SAP-2213,,NOMBREDEPEDIDO12,TIPODEPRODUCTO15,40CM,,SAP-2213-4-1,2:30:00 PM,4:35:00 PM,49.,,,2.08,,2019,6,7,23,2019-06-07
3563,23.0,2019-06-07,2.0,5.0,OPERADOR1,SAP-2213,,NOMBREDEPEDIDO12,TIPODEPRODUCTO15,40CM,,SAP-2213-2-1,4:45:00 PM,7:00:00 PM,47.,,,2.25,,2019,6,7,23,2019-06-07
3564,23.0,2019-06-07,2.0,5.0,OPERADOR1,SAP-2213,,NOMBREDEPEDIDO12,TIPODEPRODUCTO15,40CM,,SAP-2213-1-1,7:40:00 PM,9:40:00 PM,47.,,,2.,,2019,6,7,23,2019-06-07
3565,23.0,2019-06-07,2.0,4.0,OPERADOR8,SAP-2138,,NOMBREDEPEDIDO307,TIPODEPRODUCTO2,62CM,,SAP-2138-2-1,2:20:00 PM,4:20:00 PM,179.,,,2.,,2019,6,7,23,2019-06-07
3566,23.0,2019-06-07,2.0,4.0,OPERADOR8,SAP-2138,,NOMBREDEPEDIDO307,TIPODEPRODUCTO2,62CM,,SAP-2138-3-1,4:30:00 PM,6:10:00 PM,161.,,,1.67,,2019,6,7,23,2019-06-07
3567,23.0,2019-06-07,2.0,4.0,OPERADOR8,SAP-2138,,NOMBREDEPEDIDO307,TIPODEPRODUCTO2,62CM,,SAP-2138-1-1,7:00:00 PM,8:50:00 PM,166.,,,1.83,,2019,6,7,23,2019-06-07
3568,23.0,2019-06-07,2.0,4.0,OPERADOR8,SAP-2138,,NOMBREDEPEDIDO307,TIPODEPRODUCTO2,62CM,,SAP-2138-7-1,9:00:00 PM,9:40:00 PM,133.,,,0.67,,2019,6,7,23,2019-06-07
3569,23.0,2019-06-08,1.0,4.0,OPERADOR3,SAP-2138,,NOMBREDEPEDIDO307,TIPODEPRODUCTO2,62CM,,SAP-2138-6-1,6:30:00 AM,8:20:00 AM,91.,,,1.83,,2019,6,8,23,2019-06-08
3570,23.0,2019-06-08,1.0,4.0,OPERADOR3,SAP-2182,,NOMBREDEPEDIDO312,TIPODEPRODUCTO2,59CM,,AJUSTE,,,,5.,,0.,,2019,6,8,23,2019-06-08
3571,23.0,2019-06-08,1.0,6.0,OPERADOR7,SAP-2185,,NOMBREDEPEDIDO313,TIPODEPRODUCTO7,39CM,,SAP-2185-1-1,9:45:00 AM,10:35:00 AM,120.,,,0.83,,2019,6,8,23,2019-06-08
3572,2.0,2019-01-08,1.0,6.0,OPERADOR7,SAP-2185,,NOMBREDEPEDIDO313,TIPODEPRODUCTO7,39CM,,SAP-2185-2-1,11:15:00 AM,12:55:00 PM,115.,,,1.67,,2019,6,8,2,2019-01-08
3573,23.0,2019-06-08,1.0,6.0,OPERADOR7,SAP-2186,,NOMBREDEPEDIDO314,TIPODEPRODUCTO7,39CM,,SAP-2186-2-1,1:05:00 PM,1:50:00 PM,111.,,,0.75,,2019,6,8,23,2019-06-08
3574,23.0,2019-06-08,2.0,6.0,OPERADOR4,SAP-2186,,NOMBREDEPEDIDO315,TIPODEPRODUCTO7,39CM,,SAP-2186-1-1,2:30:00 PM,3:35:00 PM,119.,,,1.08,,2019,6,8,23,2019-06-08
3575,23.0,2019-06-08,2.0,6.0,OPERADOR4,SAP-2187,,NOMBREDEPEDIDO316,TIPODEPRODUCTO2,63CM,,SAP-2187-1-1,5:40:00 PM,6:40:00 PM,61.,12.,,1.,,2019,6,8,23,2019-06-08
3576,23.0,2019-06-08,2.0,6.0,OPERADOR4,SAP-2187,,NOMBREDEPEDIDO316,TIPODEPRODUCTO2,63CM,,SAP-2187-3-1,7:45:00 PM,8:50:00 PM,86.,,,1.08,,2019,6,8,23,2019-06-08
3577,23.0,2019-06-08,2.0,4.0,OPERADOR8,SAP-2182,,NOMBREDEPEDIDO317,TIPODEPRODUCTO2,60CM,,SAP-2182-1-1,3:00:00 PM,3:45:00 PM,89.,,,0.75,,2019,6,8,23,2019-06-08
3578,23.0,2019-06-08,2.0,4.0,OPERADOR8,SAP-2182,,NOMBREDEPEDIDO317,TIPODEPRODUCTO2,60CM,,SAP-2182-1-2,4:00:00 PM,4:40:00 PM,54.,,,0.67,,2019,6,8,23,2019-06-08
3579,23.0,2019-06-08,2.0,4.0,OPERADOR8,SAP-2182,,NOMBREDEPEDIDO317,TIPODEPRODUCTO2,60CM,,SAP-2182-2-1,4:50:00 PM,6:00:00 PM,103.,,,1.17,,2019,6,8,23,2019-06-08
3580,23.0,2019-06-08,2.0,4.0,OPERADOR8,SAP-2182,,NOMBREDEPEDIDO317,TIPODEPRODUCTO2,60CM,,SAP-2182-3-1,7:00:00 PM,8:40:00 PM,99.,,,1.67,,2019,6,8,23,2019-06-08
3581,24.0,2019-06-10,1.0,6.0,OPERADOR4,SAP-2187-,,NOMBREDEPEDIDO316,TIPODEPRODUCTO2,63CM,,SAP-2187-2-1,6:30:00 AM,7:20:00 AM,61.,,,0.83,,2019,6,10,24,2019-06-10
3582,24.0,2019-06-10,1.0,6.0,OPERADOR4,SAP-2187-,,NOMBREDEPEDIDO316,TIPODEPRODUCTO2,63CM,,SAP-2187-2-2,7:30:00 AM,8:17:00 AM,60.,,,0.78,,2019,6,10,24,2019-06-10
3583,24.0,2019-06-10,1.0,5.0,OPERADOR1,SAP-2197,,NOMBREDEPEDIDO318,TIPODEPRODUCTO2,60CM,,SAP-2197-1-1,12:30:00 PM,1:00:00 PM,48.,,,0.5,,2019,6,10,24,2019-06-10
3584,24.0,2019-06-10,1.0,5.0,OPERADOR1,SAP-2197,,NOMBREDEPEDIDO318,TIPODEPRODUCTO2,60CM,,SAP-2197-2-1,1:10:00 PM,1:45:00 PM,66.,,,0.58,,2019,6,10,24,2019-06-10
3585,24.0,2019-06-10,1.0,6.0,OPERADOR4,SAP2187,,NOMBREDEPEDIDO316,TIPODEPRODUCTO2,63CM,,SAP-2187-2-1,6:30:00 AM,7:20:00 AM,61.,,,0.83,,2019,6,10,24,2019-06-10
3586,24.0,2019-06-10,1.0,6.0,OPERADOR4,SAP-2187,,NOMBREDEPEDIDO316,TIPODEPRODUCTO2,63CM,,SAP-2187-2-2,7:30:00 AM,8:17:00 AM,60.,,,0.78,,2019,6,10,24,2019-06-10
3587,24.0,2019-06-10,1.0,6.0,OPERADOR4,SAP-2188,,NOMBREDEPEDIDO319,TIPODEPRODUCTO2,63CM,,SAP-2188-3-1,1:00:00 PM,1:50:00 PM,80.,,,0.83,,2019,6,10,24,2019-06-10
3588,24.0,2019-06-10,1.0,4.0,OPERADOR8,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-11-1,11:00:00 AM,11:20:00 AM,31.,5.,,0.33,,2019,6,10,24,2019-06-10
3589,24.0,2019-06-10,1.0,4.0,OPERADOR8,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-11-2,12:00:00 PM,12:30:00 PM,106.,,,0.5,,2019,6,10,24,2019-06-10
3590,24.0,2019-06-10,1.0,4.0,OPERADOR8,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-11-3,12:40:00 PM,1:10:00 PM,54.,,,0.5,,2019,6,10,24,2019-06-10
3591,24.0,2019-06-10,1.0,4.0,OPERADOR8,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-12-1,1:20:00 PM,1:55:00 PM,116.,,,0.58,,2019,6,10,24,2019-06-10
3592,24.0,2019-06-10,2.0,4.0,OPERADOR6,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-12-2,2:00:00 PM,2:50:00 PM,64.,,,0.83,,2019,6,10,24,2019-06-10
3593,24.0,2019-06-10,2.0,4.0,OPERADOR6,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-6-1,3:00:00 PM,4:05:00 PM,101.,,,1.08,,2019,6,10,24,2019-06-10
3594,24.0,2019-06-10,2.0,4.0,OPERADOR6,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-6-2,4:10:00 PM,5:15:00 PM,101.,,,1.08,,2019,6,10,24,2019-06-10
3595,24.0,2019-06-10,2.0,4.0,OPERADOR6,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-8-1,5:25:00 PM,6:30:00 PM,100.,,,1.08,,2019,6,10,24,2019-06-10
3596,24.0,2019-06-10,2.0,4.0,OPERADOR6,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-8-2,7:10:00 PM,8:10:00 PM,101.,,,1.,,2019,6,10,24,2019-06-10
3597,24.0,2019-06-10,2.0,4.0,OPERADOR6,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-9-1,8:15:00 PM,9:05:00 PM,105.,,,0.83,,2019,6,10,24,2019-06-10
3598,24.0,2019-06-10,2.0,4.0,OPERADOR6,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-9-2,9:10:00 PM,10:00:00 PM,105.,,,0.83,,2019,6,10,24,2019-06-10
3599,24.0,2019-06-10,2.0,6.0,OPERADOR7,SAP-2188,,NOMBREDEPEDIDO93,TIPODEPRODUCTO2,63CM,,SAP-2188-3-2,2:15:00 PM,2:35:00 PM,30.,,,0.33,,2019,6,10,24,2019-06-10
3600,24.0,2019-06-10,2.0,6.0,OPERADOR7,SAP-2188,,NOMBREDEPEDIDO93,TIPODEPRODUCTO2,63CM,,SAP-2188-2-1,2:45:00 PM,3:25:00 PM,67.,,,0.67,,2019,6,10,24,2019-06-10
3601,24.0,2019-06-10,2.0,6.0,OPERADOR7,SAP-2188,,NOMBREDEPEDIDO93,TIPODEPRODUCTO2,63CM,,SAP-2188-2-2,3:35:00 PM,4:40:00 PM,100.,,,1.08,,2019,6,10,24,2019-06-10
3602,24.0,2019-06-10,2.0,6.0,OPERADOR7,SAP-2188,,NOMBREDEPEDIDO93,TIPODEPRODUCTO2,63CM,,SAP-2188-1-1,4:50:00 PM,6:15:00 PM,134.,,,1.42,,2019,6,10,24,2019-06-10
3603,24.0,2019-06-10,2.0,6.0,OPERADOR7,SAP-2188,,NOMBREDEPEDIDO93,TIPODEPRODUCTO2,63CM,,SAP-2188-4-1,6:55:00 PM,7:40:00 PM,89.,,,0.75,,2019,6,10,24,2019-06-10
3604,24.0,2019-06-10,2.0,5.0,OPERADOR3,SAP-2197,,NOMBREDEPEDIDO321,TIPODEPRODUCTO2,60CM,,SAP-2197-3-1,2:30:00 PM,3:45:00 PM,102.,,,1.25,,2019,6,10,24,2019-06-10
3605,24.0,2019-06-10,2.0,5.0,OPERADOR3,SAP-2197,,NOMBREDEPEDIDO321,TIPODEPRODUCTO2,60CM,,SAP-2197-4-1,4:00:00 PM,4:30:00 PM,16.,,,0.5,,2019,6,10,24,2019-06-10
3606,24.0,2019-06-10,2.0,5.0,OPERADOR3,SAP-2201,,NOMBREDEPEDIDO110,TIPODEPRODUCTO2,57CM,,AJUSTE,,,,1.,,0.,,2019,6,10,24,2019-06-10
3607,24.0,2019-06-10,2.0,5.0,OPERADOR3,SAP-2201,,NOMBREDEPEDIDO110,TIPODEPRODUCTO2,57CM,,SAP-2201-1-1,7:00:00 PM,8:00:00 PM,68.,,,1.,,2019,6,10,24,2019-06-10
3608,24.0,2019-06-10,2.0,5.0,OPERADOR3,SAP-2201,,NOMBREDEPEDIDO110,TIPODEPRODUCTO2,57CM,,SAP-2201-3-1,8:10:00 PM,9:35:00 PM,96.,,,1.42,,2019,6,10,24,2019-06-10
3609,24.0,2019-06-11,1.0,5.0,OPERADOR1,SAP-2201,,NOMBREDEPEDIDO110,TIPODEPRODUCTO2,57CM,,SAP-2201-2-1,6:30:00 AM,7:30:00 AM,60.,,,1.,,2019,6,11,24,2019-06-11
3610,24.0,2019-06-11,1.0,5.0,OPERADOR1,SAP-2201,,NOMBREDEPEDIDO110,TIPODEPRODUCTO2,57CM,,SAP-2201-2-2,7:40:00 AM,8:35:00 AM,61.,,,0.92,,2019,6,11,24,2019-06-11
3611,24.0,2019-06-11,1.0,6.0,OPERADOR4,SAP-2220,,NOMBREDEPEDIDO322,TIPODEPRODUCTO2,57CM,,SAP-2220-3-1,8:45:00 AM,9:55:00 AM,85.,,,1.17,,2019,6,11,24,2019-06-11
3612,24.0,2019-06-11,1.0,6.0,OPERADOR4,SAP-2220,,NOMBREDEPEDIDO322,TIPODEPRODUCTO2,57CM,,SAP-2220-3-2,10:10:00 AM,11:25:00 AM,85.,,,1.25,,2019,6,11,24,2019-06-11
3613,24.0,2019-06-11,1.0,6.0,OPERADOR4,SAP-2220,,NOMBREDEPEDIDO322,TIPODEPRODUCTO2,57CM,,SAP-2220-1-1,11:45:00 AM,12:40:00 PM,74.,,,0.92,,2019,6,11,24,2019-06-11
3614,24.0,2019-06-11,1.0,6.0,OPERADOR4,SAP-2220,,NOMBREDEPEDIDO322,TIPODEPRODUCTO2,57CM,,SAP-2220-2-1,12:50:00 PM,1:30:00 PM,69.,,,0.67,,2019,6,11,24,2019-06-11
3615,24.0,2019-06-11,1.0,4.0,OPERADOR8,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-7-1,6:40:00 AM,8:10:00 AM,126.,,,1.5,,2019,6,11,24,2019-06-11
3616,24.0,2019-06-11,1.0,4.0,OPERADOR8,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-7-2,8:20:00 AM,9:20:00 AM,71.,,,1.,,2019,6,11,24,2019-06-11
3617,24.0,2019-06-11,1.0,4.0,OPERADOR8,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-14-1,9:30:00 AM,10:00:00 AM,60.,,,0.5,,2019,6,11,24,2019-06-11
3618,24.0,2019-06-11,1.0,4.0,OPERADOR8,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-14-2,10:40:00 AM,11:20:00 AM,77.,,,0.67,,2019,6,11,24,2019-06-11
3619,24.0,2019-06-11,1.0,4.0,OPERADOR8,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-5-1,12:00:00 PM,1:00:00 PM,132.,,,1.,,2019,6,11,24,2019-06-11
3620,24.0,2019-06-11,1.0,4.0,OPERADOR8,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-5-2,1:10:00 PM,1:45:00 PM,55.,,,0.58,,2019,6,11,24,2019-06-11
3621,24.0,2019-06-11,2.0,5.0,OPERADOR3,SAP-2180-B,,NOMBREDEPEDIDO323,TIPODEPRODUCTO6,50CM,,SAP-2180-B-2-1,3:00:00 PM,5:20:00 PM,90.,,,2.33,,2019,6,11,24,2019-06-11
3622,24.0,2019-06-11,2.0,5.0,OPERADOR3,SAP-2180-B,,NOMBREDEPEDIDO323,TIPODEPRODUCTO6,50CM,,SAP-2180-B-1-1,5:40:00 PM,7:45:00 PM,76.,4.,,2.08,,2019,6,11,24,2019-06-11
3623,24.0,2019-06-11,2.0,4.0,OPERADOR6,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-15-1,2:20:00 PM,4:30:00 PM,135.,,,2.17,,2019,6,11,24,2019-06-11
3624,24.0,2019-06-11,2.0,4.0,OPERADOR6,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-4-1,4:40:00 PM,6:30:00 PM,172.,,,1.83,,2019,6,11,24,2019-06-11
3625,24.0,2019-06-11,2.0,4.0,OPERADOR6,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-13-1,6:40:00 PM,9:00:00 PM,170.,,,2.33,,2019,6,11,24,2019-06-11
3626,24.0,2019-06-11,2.0,4.0,OPERADOR6,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-2-1,9:05:00 PM,10:00:00 PM,50.,,,0.92,,2019,6,11,24,2019-06-11
3627,24.0,2019-06-11,2.0,6.0,OPERADOR2,SAP-2220,,NOMBREDEPEDIDO322,TIPODEPRODUCTO2,57CM,,SAP-2220-2-2,2:00:00 PM,2:25:00 PM,35.,,,0.42,,2019,6,11,24,2019-06-11
3628,24.0,2019-06-11,2.0,6.0,OPERADOR2,SAP-2220,,NOMBREDEPEDIDO322,TIPODEPRODUCTO2,57CM,,SAP-2220-4-1,2:30:00 PM,3:35:00 PM,119.,,,1.08,,2019,6,11,24,2019-06-11
3629,24.0,2019-06-11,2.0,6.0,OPERADOR2,SAP-2224,,NOMBREDEPEDIDO324,TIPODEPRODUCTO20,61.5 CM,,,3:35:00 PM,5:20:00 PM,,13.,,1.75,,2019,6,11,24,2019-06-11
3630,24.0,2019-06-11,2.0,6.0,OPERADOR2,SAP-2224,,NOMBREDEPEDIDO324,TIPODEPRODUCTO2,61.5 CM,,SAP-2224-2-1,5:20:00 PM,6:10:00 PM,123.,,,0.83,,2019,6,11,24,2019-06-11
3631,24.0,2019-06-11,2.0,6.0,OPERADOR2,SAP-2224,,NOMBREDEPEDIDO324,TIPODEPRODUCTO2,61.5 CM,,SAP-2224-3-1,7:00:00 PM,8:00:00 PM,95.,,,1.,,2019,6,11,24,2019-06-11
3632,24.0,2019-06-11,2.0,6.0,OPERADOR2,SAP-2224,,NOMBREDEPEDIDO324,TIPODEPRODUCTO2,61.5 CM,,SAP-2224-5-1,8:05:00 PM,9:25:00 PM,175.,,,1.33,,2019,6,11,24,2019-06-11
3633,24.0,2019-06-11,1.0,6.0,OPERADOR4,SAP-2224,,NOMBREDEPEDIDO324,TIPODEPRODUCTO2,61.5 CM,,SAP-2224-1-1,6:45:00 AM,8:00:00 AM,94.,,,1.25,,2019,6,11,24,2019-06-11
3634,24.0,2019-06-11,1.0,6.0,OPERADOR4,SAP2224,,NOMBREDEPEDIDO324,TIPODEPRODUCTO2,61.5 CM,,SAP-2224-1-2,8:10:00 AM,9:00:00 AM,93.,,,0.83,,2019,6,11,24,2019-06-11
3635,24.0,2019-06-11,1.0,6.0,OPERADOR4,SAP-2224,,NOMBREDEPEDIDO324,TIPODEPRODUCTO2,61.5 CM,,SAP-2224-9-1,9:07:00 AM,10:25:00 AM,165.,,,1.3,,2019,6,11,24,2019-06-11
3636,24.0,2019-06-11,1.0,6.0,OPERADOR4,SAP-2224,,NOMBREDEPEDIDO324,TIPODEPRODUCTO2,61.5 CM,,SAP-2224-7-1,10:35:00 AM,11:00:00 AM,74.,,,0.42,,2019,6,11,24,2019-06-11
3637,24.0,2019-06-11,1.0,6.0,OPERADOR4,SAP-2224,,NOMBREDEPEDIDO324,TIPODEPRODUCTO2,61.5 CM,,SAP-2224-7-2,11:45:00 AM,1:10:00 PM,100.,,,1.42,,2019,6,11,24,2019-06-11
3638,24.0,2019-06-11,1.0,6.0,OPERADOR4,SAP-2224,,NOMBREDEPEDIDO324,TIPODEPRODUCTO2,61.5 CM,,SAP-2224-10-1,1:20:00 PM,1:50:00 PM,60.,,,0.5,,2019,6,11,24,2019-06-11
3639,24.0,2019-06-12,1.0,4.0,OPERADOR8,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-10-1,7:40:00 AM,9:10:00 AM,117.,,,1.5,,2019,6,12,24,2019-06-12
3640,24.0,2019-06-12,1.0,4.0,OPERADOR8,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-3-1,9:20:00 AM,10:20:00 AM,99.,,,1.,,2019,6,12,24,2019-06-12
3641,24.0,2019-06-12,1.0,4.0,OPERADOR8,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-3-2,11:00:00 AM,11:40:00 AM,61.,,,0.67,,2019,6,12,24,2019-06-12
3642,24.0,2019-06-12,1.0,4.0,OPERADOR8,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-1-1,11:50:00 AM,12:50:00 PM,137.,,,1.,,2019,6,12,24,2019-06-12
3643,24.0,2019-06-12,1.0,,OPERADOR8,SAP-2206,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2206-6-1,1:00:00 PM,1:30:00 PM,75.,,,0.5,,2019,6,12,24,2019-06-12
3644,24.0,2019-06-12,1.0,7.0,OPERADOR5,SAP-2252,,NOMBREDEPEDIDO325,TIPODEPRODUCTO1,57CM,,SAP-2252-4-1,9:00:00 AM,10:00:00 AM,111.,,,1.,,2019,6,12,24,2019-06-12
3645,24.0,2019-06-12,1.0,7.0,OPERADOR5,SAP-2252,,NOMBREDEPEDIDO325,TIPODEPRODUCTO1,57CM,SAP-2252,SAP-2252-1-1,10:25:00 AM,10:50:00 AM,55.,,,0.42,,2019,6,12,24,2019-06-12
3646,24.0,2019-06-12,1.0,7.0,OPERADOR5,SAP-2252,,NOMBREDEPEDIDO325,TIPODEPRODUCTO1,57.,,SAP-2252-3-1,11:40:00 AM,1:20:00 PM,120.,,,1.67,,2019,6,12,24,2019-06-12
3647,24.0,2019-06-12,1.0,7.0,OPERADOR5,SAP-2252,,NOMBREDEPEDIDO325,TIPODEPRODUCTO1,57CM,,SAP-2252-2-1,1:25:00 AM,2:00:00 AM,18.,,,0.58,,2019,6,12,24,2019-06-12
3648,24.0,2019-06-12,2.0,4.0,OPERADOR6,SAP-2207,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2207-6-2,2:20:00 PM,3:05:00 PM,72.,,,0.75,,2019,6,12,24,2019-06-12
3649,24.0,2019-06-12,2.0,4.0,OPERADOR6,SAP-2207,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2207-12-1,3:30:00 PM,5:10:00 PM,123.,,,1.67,,2019,6,12,24,2019-06-12
3650,24.0,2019-06-12,2.0,4.0,OPERADOR6,SAP-2207,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2207-1-1,5:20:00 PM,7:25:00 PM,128.,,,2.08,,2019,6,12,24,2019-06-12
3651,24.0,2019-06-12,2.0,4.0,OPERADOR6,SAP-2207,,NOMBREDEPEDIDO320,TIPODEPRODUCTO2,63.5CM,,SAP-2207-13-1,8:10:00 PM,9:35:00 PM,123.,,,1.42,,2019,6,12,24,2019-06-12
3652,24.0,2019-06-12,2.0,6.0,OPERADOR7,SAP-2224,,NOMBREDEPEDIDO170,TIPODEPRODUCTO2,61.5CM,,SAP-2224-10-2,2:25:00 PM,3:35:00 PM,93.,,,1.17,,2019,6,12,24,2019-06-12
3653,24.0,2019-06-12,2.0,6.0,OPERADOR7,SAP-2224,,NOMBREDEPEDIDO170,TIPODEPRODUCTO2,61.5CM,,SAP-2224-11-1,3:45:00 PM,5:00:00 PM,153.,,,1.25,,2019,6,12,24,2019-06-12
3654,24.0,2019-06-12,2.0,6.0,OPERADOR7,SAP-2224,,NOMBREDEPEDIDO170,TIPODEPRODUCTO2,61.5CM,,SAP-2224-8-1,5:10:00 PM,6:20:00 PM,94.,,,1.17,,2019,6,12,24,2019-06-12
3655,24.0,2019-06-12,2.0,6.0,OPERADOR7,SAP-2224,,NOMBREDEPEDIDO170,TIPODEPRODUCTO2,61.5CM,,SAP-2224-8-2,7:05:00 PM,8:15:00 PM,94.,,,1.17,,2019,6,12,24,2019-06-12
3656,24.0,2019-06-12,2.0,6.0,OPERADOR7,SAP-2224,,NOMBREDEPEDIDO170,TIPODEPRODUCTO2,61.5CM,,SAP-2224-1-1,8:25:00 PM,9:05:00 PM,52.,,,0.67,,2019,6,12,24,2019-06-12
3657,24.0,2019-06-12,2.0,6.0,OPERADOR7,SAP-2224,,NOMBREDEPEDIDO170,TIPODEPRODUCTO2,61.5CM,,SAP-2224-4-1,9:10:00 PM,9:35:00 PM,32.,,,0.42,,2019,6,12,24,2019-06-12
3658,24.0,2019-06-13,1.0,6.0,OPERADOR4,SAP-2250,,NOMBREDEPEDIDO170,TIPODEPRODUCTO2,61.5CM,,SAP-2250-5-1,6:30:00 AM,7:20:00 AM,75.,,,0.83,,2019,6,13,24,2019-06-13
3659,24.0,2019-06-13,1.0,6.0,OPERADOR4,SAP-2250,,NOMBREDEPEDIDO170,TIPODEPRODUCTO2,61.5CM,,SAP-2250-5-2,7:30:00 AM,8:15:00 AM,74.,,,0.75,,2019,6,13,24,2019-06-13
3660,24.0,2019-06-13,1.0,6.0,OPERADOR4,SAP-2250,,NOMBREDEPEDIDO170,TIPODEPRODUCTO2,61.5CM,,SAP-2250-6-1,8:20:00 AM,9:05:00 AM,84.,,,0.75,,2019,6,13,24,2019-06-13
3661,24.0,2019-06-13,1.0,6.0,OPERADOR4,SAP-2250,,NOMBREDEPEDIDO170,TIPODEPRODUCTO2,61.5CM,,SAP-2250-6-2,9:10:00 AM,10:00:00 AM,83.,,,0.83,,2019,6,13,24,2019-06-13
3662,24.0,2019-06-13,1.0,6.0,OPERADOR4,SAP-2250,,NOMBREDEPEDIDO170,TIPODEPRODUCTO2,61.5CM,,SAP-2250-3-1,10:05:00 AM,10:35:00 AM,74.,,,0.5,,2019,6,13,24,2019-06-13
3663,24.0,2019-06-13,1.0,6.0,OPERADOR4,SAP-2250,,NOMBREDEPEDIDO170,TIPODEPRODUCTO2,61.5CM,,SAP-2250-3-2,10:40:00 AM,11:15:00 AM,75.,,,0.58,,2019,6,13,24,2019-06-13
3664,24.0,2019-06-13,1.0,6.0,OPERADOR4,SAP-2250,,NOMBREDEPEDIDO170,TIPODEPRODUCTO2,61.5CM,,SAP-2250-7-1,11:30:00 AM,12:10:00 PM,72.,,,0.67,,2019,6,13,24,2019-06-13
